"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"EVNTPUS","202203","41116","4","Number of locations with networked ports only","Number"
"EVNTPUS","202204","41871","4","Number of locations with networked ports only","Number"
"EVNTPUS","202205","42578","4","Number of locations with networked ports only","Number"
"EVNTPUS","202206","43294","4","Number of locations with networked ports only","Number"
"EVNTPUS","202207","44013","4","Number of locations with networked ports only","Number"
"EVNTPUS","202208","44814","4","Number of locations with networked ports only","Number"
"EVNTPUS","202209","44941","4","Number of locations with networked ports only","Number"
"EVNTPUS","202210","45360","4","Number of locations with networked ports only","Number"
"EVNTPUS","202211","45805","4","Number of locations with networked ports only","Number"
"EVNTPUS","202212","46823","4","Number of locations with networked ports only","Number"
"EVNTPUS","202213","46823","4","Number of locations with networked ports only","Number"
"EVNTPUS","202301","47154","4","Number of locations with networked ports only","Number"
"EVNTPUS","202302","47760","4","Number of locations with networked ports only","Number"
"EVNTPUS","202303","48499","4","Number of locations with networked ports only","Number"
"EVNTPUS","202304","49103","4","Number of locations with networked ports only","Number"
"EVNTPUS","202305","49746","4","Number of locations with networked ports only","Number"
"EVNTPUS","202306","50432","4","Number of locations with networked ports only","Number"
"EVNTPUS","202307","50942","4","Number of locations with networked ports only","Number"
"EVNTPUS","202308","51487","4","Number of locations with networked ports only","Number"
"EVNTPUS","202309","51344","4","Number of locations with networked ports only","Number"
"EVNTPUS","202310","52193","4","Number of locations with networked ports only","Number"
"EVNTPUS","202311","53048","4","Number of locations with networked ports only","Number"
"EVNTPUS","202312","53561","4","Number of locations with networked ports only","Number"
"EVNTPUS","202313","53561","4","Number of locations with networked ports only","Number"
"EVNTPUS","202401","54399","4","Number of locations with networked ports only","Number"
"EVNTPUS","202402","54793","4","Number of locations with networked ports only","Number"
"EVNOPUS","201506","4323","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201507","4353","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201508","4411","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201509","4437","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201510","4456","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201511","4507","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201512","4483","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201513","4483","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201601","4548","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201602","4606","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201603","4679","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201604","4711","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201605","4716","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201606","4777","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201607","4803","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201608","4838","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201609","4885","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201610","4892","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201611","4967","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201612","4988","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201613","4988","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201701","5046","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201702","5080","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201703","5126","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201704","5156","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201705","5178","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201706","5192","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201707","5084","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201708","5127","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201709","5130","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201710","5144","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201711","5161","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201712","5183","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201713","5183","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201801","5174","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201802","5184","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201803","5198","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201804","5265","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201805","5089","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201806","5131","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201807","5138","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201808","5149","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201809","5209","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201810","5326","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201811","5333","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201812","5349","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201813","5349","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201901","5507","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201902","5589","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201903","5625","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201904","5630","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201905","5743","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201906","5776","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201907","5818","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201908","5843","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201909","5903","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201910","5905","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201911","5903","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201912","5917","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","201913","5917","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202001","5734","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202002","5746","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202003","5754","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202004","5827","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202005","5900","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202006","5960","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202007","6030","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202008","6074","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202009","6131","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202010","6175","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202011","6235","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202012","6199","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202013","6199","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202101","6684","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202102","6796","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202103","6843","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202104","6846","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202105","6864","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202106","6839","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202107","6846","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202108","6848","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202109","6999","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202110","7148","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202111","7153","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202112","7157","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202113","7157","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202201","7216","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202202","7304","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202203","7343","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202204","7390","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202205","7655","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202206","7694","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202207","7714","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202208","7820","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202209","7872","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202210","7947","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202211","7964","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202212","7980","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202213","7980","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202301","7870","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202302","7824","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202303","7920","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202304","7939","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202305","7951","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202306","7973","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202307","7957","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202308","7904","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202309","7902","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202310","7903","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202311","7967","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202312","8004","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202313","8004","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202401","8003","5","Number of locations with non-networked ports only","Number"
"EVNOPUS","202402","7941","5","Number of locations with non-networked ports only","Number"
"EVNNPUS","201506","580","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201507","574","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201508","613","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201509","648","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201510","720","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201511","792","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201512","836","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201513","836","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201601","997","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201602","1123","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201603","1191","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201604","1240","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201605","1307","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201606","1336","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201607","1370","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201608","1419","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201609","1442","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201610","1439","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201611","1469","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201612","1519","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201613","1519","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201701","1534","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201702","1552","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201703","1655","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201704","1656","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201705","1660","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201706","1659","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201707","1671","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201708","1677","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201709","2005","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201710","2008","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201711","2029","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201712","2046","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201713","2046","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201801","2062","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201802","2066","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201803","2061","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201804","2072","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201805","2033","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201806","2041","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201807","2061","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201808","2061","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201809","2065","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201810","2081","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201811","2611","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201812","2621","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201813","2621","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201901","2473","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201902","2478","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201903","2536","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201904","2546","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201905","2545","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201906","2549","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201907","2556","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201908","2555","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201909","2638","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201910","2642","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201911","2644","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201912","2606","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","201913","2606","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202001","2538","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202002","2531","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202003","2532","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202004","2524","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202005","2521","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202006","2522","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202007","2525","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202008","2519","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202009","2519","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202010","2513","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202011","2689","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202012","2624","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202013","2624","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202101","2639","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202102","2639","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202103","2640","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202104","2639","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202105","2642","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202106","2640","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202107","2640","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202108","2642","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202109","2642","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202110","2649","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202111","2646","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202112","2643","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202113","2643","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202201","212","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202202","200","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202203","202","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202204","203","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202205","205","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202206","208","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202207","221","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202208","234","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202209","230","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202210","231","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202211","220","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202212","212","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202213","212","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202301","200","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202302","193","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202303","183","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202304","178","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202305","175","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202306","161","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202307","158","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202308","110","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202309","109","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202310","109","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202311","106","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202312","102","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202313","102","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202401","101","6","Number of locations with networked and non-networked ports","Number"
"EVNNPUS","202402","99","6","Number of locations with networked and non-networked ports","Number"
"EVCHPUS","201506","13497","7","Total number of locations","Number"
"EVCHPUS","201507","13528","7","Total number of locations","Number"
"EVCHPUS","201508","14089","7","Total number of locations","Number"
"EVCHPUS","201509","14118","7","Total number of locations","Number"
"EVCHPUS","201510","14461","7","Total number of locations","Number"
"EVCHPUS","201511","14851","7","Total number of locations","Number"
"EVCHPUS","201512","14832","7","Total number of locations","Number"
"EVCHPUS","201513","14832","7","Total number of locations","Number"
"EVCHPUS","201601","15856","7","Total number of locations","Number"
"EVCHPUS","201602","16282","7","Total number of locations","Number"
"EVCHPUS","201603","16710","7","Total number of locations","Number"
"EVCHPUS","201604","16973","7","Total number of locations","Number"
"EVCHPUS","201605","17240","7","Total number of locations","Number"
"EVCHPUS","201606","17699","7","Total number of locations","Number"
"EVCHPUS","201607","17880","7","Total number of locations","Number"
"EVCHPUS","201608","18077","7","Total number of locations","Number"
"EVCHPUS","201609","18470","7","Total number of locations","Number"
"EVCHPUS","201610","18613","7","Total number of locations","Number"
"EVCHPUS","201611","18966","7","Total number of locations","Number"
"EVCHPUS","201612","19178","7","Total number of locations","Number"
"EVCHPUS","201613","19178","7","Total number of locations","Number"
"EVCHPUS","201701","19567","7","Total number of locations","Number"
"EVCHPUS","201702","19852","7","Total number of locations","Number"
"EVCHPUS","201703","20108","7","Total number of locations","Number"
"EVCHPUS","201704","20319","7","Total number of locations","Number"
"EVCHPUS","201705","20654","7","Total number of locations","Number"
"EVCHPUS","201706","20904","7","Total number of locations","Number"
"EVCHPUS","201707","20879","7","Total number of locations","Number"
"EVCHPUS","201708","21244","7","Total number of locations","Number"
"EVCHPUS","201709","22033","7","Total number of locations","Number"
"EVCHPUS","201710","22308","7","Total number of locations","Number"
"EVCHPUS","201711","22548","7","Total number of locations","Number"
"EVCHPUS","201712","22782","7","Total number of locations","Number"
"EVCHPUS","201713","22782","7","Total number of locations","Number"
"EVCHPUS","201801","22818","7","Total number of locations","Number"
"EVCHPUS","201802","22914","7","Total number of locations","Number"
"EVCHPUS","201803","22720","7","Total number of locations","Number"
"EVCHPUS","201804","23033","7","Total number of locations","Number"
"EVCHPUS","201805","22830","7","Total number of locations","Number"
"EVCHPUS","201806","23348","7","Total number of locations","Number"
"EVCHPUS","201807","23758","7","Total number of locations","Number"
"EVCHPUS","201808","24009","7","Total number of locations","Number"
"EVCHPUS","201809","24159","7","Total number of locations","Number"
"EVCHPUS","201810","24517","7","Total number of locations","Number"
"EVCHPUS","201811","24750","7","Total number of locations","Number"
"EVCHPUS","201812","24994","7","Total number of locations","Number"
"EVCHPUS","201813","24994","7","Total number of locations","Number"
"EVCHPUS","201901","24182","7","Total number of locations","Number"
"EVCHPUS","201902","24305","7","Total number of locations","Number"
"EVCHPUS","201903","24531","7","Total number of locations","Number"
"EVCHPUS","201904","24798","7","Total number of locations","Number"
"EVCHPUS","201905","25139","7","Total number of locations","Number"
"EVCHPUS","201906","25363","7","Total number of locations","Number"
"EVCHPUS","201907","25510","7","Total number of locations","Number"
"EVCHPUS","201908","26257","7","Total number of locations","Number"
"EVCHPUS","201909","26623","7","Total number of locations","Number"
"EVCHPUS","201910","26994","7","Total number of locations","Number"
"EVCHPUS","201911","27375","7","Total number of locations","Number"
"EVCHPUS","201912","27529","7","Total number of locations","Number"
"EVCHPUS","201913","27529","7","Total number of locations","Number"
"EVCHPUS","202001","27842","7","Total number of locations","Number"
"EVCHPUS","202002","28142","7","Total number of locations","Number"
"EVCHPUS","202003","28486","7","Total number of locations","Number"
"EVCHPUS","202004","28774","7","Total number of locations","Number"
"EVCHPUS","202005","29068","7","Total number of locations","Number"
"EVCHPUS","202006","29226","7","Total number of locations","Number"
"EVCHPUS","202007","29722","7","Total number of locations","Number"
"EVCHPUS","202008","30223","7","Total number of locations","Number"
"EVCHPUS","202009","30529","7","Total number of locations","Number"
"EVCHPUS","202010","30734","7","Total number of locations","Number"
"EVCHPUS","202011","31449","7","Total number of locations","Number"
"EVCHPUS","202012","31136","7","Total number of locations","Number"
"EVCHPUS","202013","31136","7","Total number of locations","Number"
"EVCHPUS","202101","41767","7","Total number of locations","Number"
"EVCHPUS","202102","42361","7","Total number of locations","Number"
"EVCHPUS","202103","42765","7","Total number of locations","Number"
"EVCHPUS","202104","43449","7","Total number of locations","Number"
"EVCHPUS","202105","44261","7","Total number of locations","Number"
"EVCHPUS","202106","44730","7","Total number of locations","Number"
"EVCHPUS","202107","45290","7","Total number of locations","Number"
"EVCHPUS","202108","45732","7","Total number of locations","Number"
"EVCHPUS","202109","46297","7","Total number of locations","Number"
"EVCHPUS","202110","47145","7","Total number of locations","Number"
"EVCHPUS","202111","47709","7","Total number of locations","Number"
"EVCHPUS","202112","48639","7","Total number of locations","Number"
"EVCHPUS","202113","48639","7","Total number of locations","Number"
"EVCHPUS","202201","48717","7","Total number of locations","Number"
"EVCHPUS","202202","48283","7","Total number of locations","Number"
"EVCHPUS","202203","48661","7","Total number of locations","Number"
"EVCHPUS","202204","49464","7","Total number of locations","Number"
"EVCHPUS","202205","50438","7","Total number of locations","Number"
"EVCHPUS","202206","51196","7","Total number of locations","Number"
"EVCHPUS","202207","51948","7","Total number of locations","Number"
"EVCHPUS","202208","52868","7","Total number of locations","Number"
"EVCHPUS","202209","53043","7","Total number of locations","Number"
"EVCHPUS","202210","53538","7","Total number of locations","Number"
"EVCHPUS","202211","53989","7","Total number of locations","Number"
"EVCHPUS","202212","55015","7","Total number of locations","Number"
"EVCHPUS","202213","55015","7","Total number of locations","Number"
"EVCHPUS","202301","55224","7","Total number of locations","Number"
"EVCHPUS","202302","55777","7","Total number of locations","Number"
"EVCHPUS","202303","56602","7","Total number of locations","Number"
"EVCHPUS","202304","57220","7","Total number of locations","Number"
"EVCHPUS","202305","57872","7","Total number of locations","Number"
"EVCHPUS","202306","58566","7","Total number of locations","Number"
"EVCHPUS","202307","59057","7","Total number of locations","Number"
"EVCHPUS","202308","59501","7","Total number of locations","Number"
"EVCHPUS","202309","59355","7","Total number of locations","Number"
"EVCHPUS","202310","60205","7","Total number of locations","Number"
"EVCHPUS","202311","61121","7","Total number of locations","Number"
"EVCHPUS","202312","61667","7","Total number of locations","Number"
"EVCHPUS","202313","61667","7","Total number of locations","Number"
"EVCHPUS","202401","62503","7","Total number of locations","Number"
"EVCHPUS","202402","62833","7","Total number of locations","Number"
"EVDCNUS","201506","5937","8","Number of DC fast charging ports","Number"
"EVDCNUS","201507","6098","8","Number of DC fast charging ports","Number"
"EVDCNUS","201508","6394","8","Number of DC fast charging ports","Number"
"EVDCNUS","201509","6041","8","Number of DC fast charging ports","Number"
"EVDCNUS","201510","6212","8","Number of DC fast charging ports","Number"
"EVDCNUS","201511","6517","8","Number of DC fast charging ports","Number"
"EVDCNUS","201512","6802","8","Number of DC fast charging ports","Number"
"EVDCNUS","201513","6802","8","Number of DC fast charging ports","Number"
"EVDCNUS","201601","7163","8","Number of DC fast charging ports","Number"
"EVDCNUS","201602","7465","8","Number of DC fast charging ports","Number"
"EVDCNUS","201603","7650","8","Number of DC fast charging ports","Number"
"EVDCNUS","201604","7804","8","Number of DC fast charging ports","Number"
"EVDCNUS","201605","8089","8","Number of DC fast charging ports","Number"
"EVDCNUS","201606","8565","8","Number of DC fast charging ports","Number"
"EVDCNUS","201607","8715","8","Number of DC fast charging ports","Number"
"EVDCNUS","201608","8888","8","Number of DC fast charging ports","Number"
"EVDCNUS","201609","9153","8","Number of DC fast charging ports","Number"
"EVDCNUS","201610","9929","8","Number of DC fast charging ports","Number"
"EVDCNUS","201611","10169","8","Number of DC fast charging ports","Number"
"EVDCNUS","201612","10606","8","Number of DC fast charging ports","Number"
"EVDCNUS","201613","10606","8","Number of DC fast charging ports","Number"
"EVDCNUS","201701","10973","8","Number of DC fast charging ports","Number"
"EVDCNUS","201702","11036","8","Number of DC fast charging ports","Number"
"EVDCNUS","201703","11161","8","Number of DC fast charging ports","Number"
"EVDCNUS","201704","11191","8","Number of DC fast charging ports","Number"
"EVDCNUS","201705","11269","8","Number of DC fast charging ports","Number"
"EVDCNUS","201706","11469","8","Number of DC fast charging ports","Number"
"EVDCNUS","201707","11687","8","Number of DC fast charging ports","Number"
"EVDCNUS","201708","11739","8","Number of DC fast charging ports","Number"
"EVDCNUS","201709","12124","8","Number of DC fast charging ports","Number"
"EVDCNUS","201710","12130","8","Number of DC fast charging ports","Number"
"EVDCNUS","201711","12241","8","Number of DC fast charging ports","Number"
"EVDCNUS","201712","12271","8","Number of DC fast charging ports","Number"
"EVDCNUS","201713","12271","8","Number of DC fast charging ports","Number"
"EVDCNUS","201801","12317","8","Number of DC fast charging ports","Number"
"EVDCNUS","201802","12305","8","Number of DC fast charging ports","Number"
"EVDCNUS","201803","11543","8","Number of DC fast charging ports","Number"
"EVDCNUS","201804","11692","8","Number of DC fast charging ports","Number"
"EVDCNUS","201805","11157","8","Number of DC fast charging ports","Number"
"EVDCNUS","201806","11307","8","Number of DC fast charging ports","Number"
"EVDCNUS","201807","13285","8","Number of DC fast charging ports","Number"
"EVDCNUS","201808","13396","8","Number of DC fast charging ports","Number"
"EVDCNUS","201809","10590","8","Number of DC fast charging ports","Number"
"EVDCNUS","201810","10800","8","Number of DC fast charging ports","Number"
"EVDCNUS","201811","10826","8","Number of DC fast charging ports","Number"
"EVDCNUS","201812","11429","8","Number of DC fast charging ports","Number"
"EVDCNUS","201813","11429","8","Number of DC fast charging ports","Number"
"EVDCNUS","201901","11572","8","Number of DC fast charging ports","Number"
"EVDCNUS","201902","12006","8","Number of DC fast charging ports","Number"
"EVDCNUS","201903","12640","8","Number of DC fast charging ports","Number"
"EVDCNUS","201904","12934","8","Number of DC fast charging ports","Number"
"EVDCNUS","201905","12411","8","Number of DC fast charging ports","Number"
"EVDCNUS","201906","12919","8","Number of DC fast charging ports","Number"
